OrigOrder,Township,Page,Lot,Bounds,Starting Corner,Direction,Chains,Links,Observation,Bounds Text,Destination Corner,Transcriber,Note
942,Hector,11,78,North,NW,East,52,50,Crossed the Creek again here the land is Stoney,,,Charlotte,
943,Hector,11,78,North,NW,East,60,,Crossed the same again,,,Charlotte,
944,Hector,11,78,North,NW,East,63,50,Crossed the Creek again which now runs Southwesterly the Land Continues Stoney and Ascending,,,Charlotte,
945,Hector,11,78,North,NW,East,69,,Crossed the Road - Timber here is mainly White and pitch pine,,,Charlotte,
946,Hector,11,78,North,NW,East,78,50,Crossed the Creek again - Land pretty good,,,Charlotte,
947,Hector,11,78,North,NW,East,81,,Crossed the Creeck [sic] again for the Last time,,,Charlotte,
948,Hector,11,78,North,NW,East,90,50,Intersected the East Bounds - Vide the Southeast and Northeast Corner of Lots No. 78 & 69 - page 7,,NE,Charlotte,
950,Hector,10,78,South,SW,East,0,,Beginning at a Crooked Chesnut Oak Sapling Standing on the Bank of the Lake Marked & Numbered for the Northwest and Southwest Corner of Lots No. 87 & 78 and runs thence a dry run bearing Southwesterly ascending Ground & good,,,Charlotte,
951,Hector,10,78,South,SW,East,52,50,The road - the timber here is mainly white Oak,,,Charlotte,
952,Hector,10,78,South,SW,East,88,,The Corner - Vide Southeast & Northeast Corners of Lots No. 78 & 87 - page 8,,SE,Charlotte,
954,Hector,8,78,East,NE,South,0,,Beginning at the Corner last mentioned [Corner of Lots No. 69 & 78],,,Charlotte,
955,Hector,8,78,East,NE,South,37,,Entered Swamp like land of a good Quality bearing Elm Basswood and Maple,,,Charlotte,
956,Hector,8,78,East,NE,South,42,,Left the Swamp - and Entered a Clearing the Timber I suppose has been Destroyed by fire and is now Covered very thick with Underbrush,,,Charlotte,
957,Hector,8,78,East,NE,South,69,,Marked and Numbered a White Oak Tree from the Southeast and Northeast Corner of Lots No. 78 & 87,,SE,Charlotte,
961,Hector,75,79,South,SW,East,0,,Beginning at a Stake Standing in the East Bounds of lot No. 87 [78] marked and Numbered for the Southwest & Northwest Corner of Lots No. 79 & 88,,,,
962,Hector,75,79,South,SW,East,7,,A Small brook running Southerly,,,,
963,Hector,75,79,South,SW,East,77,57,"The Corner of Lots No. 79, 80, 88, 89 Vide Page 19th.  Land good Bearing Young thrifty Timber",,SE,,
965,Hector,19,79,East,SE,North,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 88, 89, 79, 80]",,,,
966,Hector,19,79,East,SE,North,20,,Descending and good land,,,JuneSzabo,
967,Hector,19,79,East,SE,North,80,70,"Intersected a Line and Marked and Numbered a large White Oak Tree for the Corner of Lots No. 70, 71, 79 & 80.  Here the Land is Indifferently Covered with timber Occasioned I suppose by Fire",,NE,,
971,Hector,75,80,South,SW,East,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 79, 80, 88, 89 Vide Page 19th]",,,,
972,Hector,75,80,South,SW,East,77,57,"A Stake Standing 7 Links Southwest of a White Oak tree marked and Numbered for the Corner of Lots No. 80, 81, 89 & 90 Vide page [_].  Land rough and Stoney in places Timbered with Oak & Chesnut",,SE,,
974,Hector,27,80,East,NE,South,0,,"Beginning at the Corner last Mentioned Ascending [Corner of Lots No. 71 & 72, 80 & 81]",,,JuneSzabo,
975,Hector,27,80,East,NE,South,30,,The top of the ascent and Crossed a small Run Bearing Northerly,,,JuneSzabo,
976,Hector,27,80,East,NE,South,50,,A Small Run bearing Northerly,,,JuneSzabo,
977,Hector,27,80,East,NE,South,80,,"Marked & Numbered a White Oak Tree for the Corner of Lots No. 80, 81, 89 & 90.  Land Mostly level and good Bearing White Oak Black Oak Hickory & Chesnut",,SE,JuneSzabo,
981,Hector,75,81,South,SW,East,0,,"Beginning at the Corner last Mentioned [Corner of Lots No.80, 81, 89 & 90 Vide Page[_]]",,,,
982,Hector,75,81,South,SW,East,65,,Crossed a fine brook running Northeasterly [Northwesterly],,,,
983,Hector,75,81,South,SW,East,77,57,"A Hemlock tree marked and Numbered for the Corner of Lots No. 81, 82, 89 & 90 [Lots No. 81, 82, 90 & 91].  Land Continues rough & uneven bearing Oak pine Chesnut & Hemlock timber",,SE,,
985,Hector,28,81,East,SE,North,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 90, 91, 81 & 82]",,,,
986,Hector,28,81,East,SE,North,40,,A Brook running Westerly,,,JuneSzabo,
987,Hector,28,81,East,SE,North,80,,"Marked and Numbered a White Oak tree for the Corner of Lots No. 81 & 82, 72 & 73.  Land is not very level the whole distance - in many places Stoney bearing Beach Maple White and Black Oak and White pine",,NE,JuneSzabo,
991,Hector,76,82,South,SW,East,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 81, 82, 90 & 91]",,,,
992,Hector,76,82,South,SW,East,77,57,"The Corner of Lots No. 82, 83, 91, 92 Vide Page 35. Land uneven Bearing Hemlock Chesnut & Maple",,SE,,
994,Hector,35,82,East,NE,South,0,,"Beginning at the last mentioned Corner [Corner of Lots No. 73,  74, 82 & 83]",,,Judy,
995,Hector,35,82,East,NE,South,30,,Crossed a Brook running Westerly,,,Judy,
996,Hector,35,82,East,NE,South,80,,"Intersected a Line Marked & Numbered a White pine tree for the Corner of Lots No. 82, 83, 91 & 92.  Most of the Line runs on a Ridge Bearing pine Chesnut & Oak",,SE,Judy,
1000,Hector,76,83,South,SW,East,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 82, 83, 91, 92 Vide Page 35]",,,,
1001,Hector,76,83,South,SW,East,70,,Crossed a brook running Southeasterly,,,,
1002,Hector,76,83,South,SW,East,77,57,"The Corner of Lots No. 83, 84, 92 & 93 Vide page 36th].  Land very uneven & Hilly  The Hills are covered with Scrubby Timber & the Valleys with Hemlock",,SE,,
1004,Hector,36,83,East,SE,North,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 83, 84, 92 & 93]",,,Judy,
1005,Hector,36,83,East,SE,North,80,,"Intersected a Line Marked and Numbered a Chesnut Tree for the Corner of Lots No. 74, 75, 83 & 84.  The Land somewhat hilly and Indifferent Bearing pine Chesnut Hemlock and some Oak",,NE,Judy,
1009,Hector,76,84,South,SW,East,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 83, 84, 92 & 93 Vide page 36th]",,,,
1010,Hector,76,84,South,SW,East,12,,A brook running Northerly,,,,
1011,Hector,76,84,South,SW,East,77,57,"The Corner of Lots No. 84, 85, 93 & 94 Vide Page 42.  Land and Timber the same as last Mentioned [The Hills are covered with Scrubby Timber & the Valleys with Hemlock]",,SE,,
1013,Hector,42,84,East,NE,South,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 75, 76, 84 & 85]",,,Judy,
1014,Hector,42,84,East,NE,South,12,,A Small brook running Westerly,,,Judy,
1015,Hector,42,84,East,NE,South,80,,"Intersected a Line & Marked and Numbered a White pine tree for the Corner of Lots No. 84 ,85,  93, 94.  Land midling Good Covered with White & black Oak Chesnut and White pine",,SE,Judy,
1019,Hector,76,85,South,SW,East,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 84, 85, 93 & 94 Vide page 42]",,,,
1020,Hector,76,85,South,SW,East,15,,A Small Brook Running Northeasterly  Land grown better,,,,
1021,Hector,77,85,South,SW,East,77,57,"The Corner of Lots No. 85, 86, 94 & 95 Vide Page 43.  Land better bearing Beach Maple White pine and Basswood",,SE,,
1023,Hector,43,85,East,SE,North,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 85, 86, 94 & 95]",,,Judy,
1024,Hector,43,85,East,SE,North,30,,A small Brook running Northwesterly,,,Judy,
1025,Hector,43,85,East,SE,North,60,,A larger one running Northeasterly,,,Judy,
1026,Hector,43,85,East,SE,North,65,,The same running Northwesterly,,,Judy,
1027,Hector,43,85,East,SE,North,68,,The [same] running Northeasterly,,,Judy,
1028,Hector,43,85,East,SE,North,80,,"Intersected a Line Marked and Numbered a Maple tree for the Corner of Lots No. 76, 77, 85, 86.  Here the Land is very good Bearing Beach Maple Basswood & Elm",,NE,Judy,
1032,Hector,77,86,South,SW,East,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 85, 86, 94 & 95 Vide Page 43]",,,,
1033,Hector,77,86,South,SW,East,21,,A Brook running Southerly,,,,
1034,Hector,77,86,South,SW,East,51,,A Brook running Southwesterly,,,,
1035,Hector,77,86,South,SW,East,77,57,The Southeast and Northeast Corner of Lots No. 86 & 95 Vide Page 50.  Land good and mostly level bearing Beach Maple White pine Elm,,SE,,
1037,Hector,50,86,East,NE,South,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 77 & 86],,,,
1038,Hector,50,86,East,NE,South,16,,The top of a Long gradual Ascent,,,,
1039,Hector,50,86,East,NE,South,24,,The Bottom of the Hill,,,,
1040,Hector,50,86,East,NE,South,29,,A brook running Southwesterly - here the Land inclines to Swamp,,,,
1041,Hector,50,86,East,NE,South,80,,Marked & Numbered a Beach Tree for the Corner of Lots No. 86 & 95 being the Southeast & Northeast Corner of the said Lots.  Land pretty good and TImbered with Beach Maple Elm & White pine,,SE,,
1045,Hector,9,87,South,SW,East,0,,Beginning at the Southern Extremity of the Senekee Lake one Chain West of an Elm Tree marked with a Blaze on the East and west Sides - and runs thence,,,Charlotte,
1046,Hector,9,87,South,SW,East,46,30,The Solid Shore across a Senekee Marsh and Just across the inlet at the Foot of Steep Rocky Mountain,,,Charlotte,
1047,Hector,9,87,South,SW,East,49,30,A Steep Ledge of Rocks several feet perpendicular above which the mountain is not so Steep And the Land tollerably [sic] good timbered with red and rock Oak and walnut,,,Charlotte,
1048,Hector,10,87,South,SW,East,80,30,With one Chain allowance a Mile not marked,,,Charlotte,
1049,Hector,10,87,South,SW,East,91,30,"A Road, the Land pretty good",,,Charlotte,
1050,Hector,10,87,South,SW,East,96,,The Southeast and Northeast [Southwest] Corner of Lots No. 87 & 96 - being a Stake Standing in the South Bounds of the Township - Vide West Bounds of Lot No. 96,,SE,Charlotte,
1052,Hector,8,87,East,NE,South,0,,Beginning at the Corner last mentioned [Corner of Lots No. 78 & 87],,,Charlotte,
1053,Hector,8,87,East,NE,South,23,,Crossed a small brook running Westerly and just after Cross several Spring Runs in low Ground  Inclining to Swamp,,,Charlotte,
1054,Hector,8,87,East,NE,South,67,50,Marked and Numbered a White Oak tree for the Southeast & Northeast [Southwest] Corner of Lots No. 87 & No. 88 Standing at the Foot of a Steep Hill,,,,
1055,Hector,9,87,East,SE,West,0,,Then from the Corner last Mentioned run [Corner of Lots No 87 & 88],,SESE,Charlotte,check
1056,Hector,9,87,East,SE,West,8,,Set a Stake Marked and Numbered for the Northwest Corner of Lot No. 96 Standing about 30 links Southwestward and Southeastward of two Black Oak Trees marked with Blazes on three Sides then from this Corner ran,,,,
1062,Hector,77,88,South,SW,East,0,,Beginning at the Southwest Corner of the said Lot at a White Oak tree marked and Numbered Standing in the North Bounds of Lot No. 96,,,JuneSzabo,
1063,Hector,77,88,South,SW,East,16,,The top of a Steep Hill,,,,
1064,Hector,77,88,South,SW,East,77,57,The Corner of Lots No. 89 & 90 [88 & 89] being a Stake & Heap of Stones Vide page 19th.  Land Covered with Scrubby Basswood and Some white Oak timber,,SE,,
1066,Hector,19,88,East,SE,North,0,,Beginning at a Stake and Stones Standing in the North Bounds of Lot No. 96 being the Southeast and Northwest [Southwest] Corner of Lots No. 88 & 89,,,JuneSzabo,
1067,Hector,19,88,East,SE,North,80,,"Intersected a Line and Marked and Numbered a small Hickory Sapling for the Corner of Lots No. 80, 89, 88, 90 [79, 80, 88, 89].  The Soil pretty good & timbered with Young thrifty timber",,NE,JuneSzabo,
1071,Hector,78,89,South,SW,East,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 88 & 89],,,,
1072,Hector,78,89,South,SW,East,18,,A brook running Southerly Land very good,,,,
1073,Hector,78,89,South,SW,East,77,57,A Stake Standing in the North Bound of Lot No. 97 - 20 Links North of a Chesnut Tree marked and Numbered for the Corner of Lots No. 89 - 90.  Here the land is but midling bearing mostly Chesnut timber,,SE,,
1075,Hector,27,89,East,NE,South,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 80, 81, 89  & 90]",,,,
1076,Hector,27,89,East,NE,South,10,,A small brook running Westerly,,,JuneSzabo,
1077,Hector,27,89,East,NE,South,80,,A Stake Standing 7 Links of a Chesnut Sapling Marked and Numbered for the Corner of Lots 89 & 90 standing in the North bounds of Lot No. 97 being the Southeast and Southwest Corner of the Said Lots No. 89 & 90.  Land but midling Bearing Chesnut Oak & pine,,SE,JuneSzabo,
1081,Hector,78,90,South,SW,East,0,,Beginning at the Corner last mentioned [Corner of Lots No. 89 - 90],,,,
1082,Hector,78,90,South,SW,East,77,57,A Chesnut Oak marked and Numbered for the Southeast & Southwest Corner of Lots No. 90 & 91 Standing in the North Bounds of Lot No. 97.  Timber White Oak & White pine mostly,,SE,,
1084,Hector,28,90,East,SE,North,0,,Beginning at Chesnut Oak tree Marked and Numbered for the Southeast and Southwest Corner of Lots No. 90 & 91 Standing on the North Bounds of Lot No.90 [97],,,,
1085,Hector,28,90,East,SE,North,30,,Descended a Hill and Crossed a Brook running Northwesterly,,,JuneSzabo,
1086,Hector,28,90,East,SE,North,50,,Crossed a wet Swamp and began to Ascend,,,JuneSzabo,
1087,Hector,28,90,East,SE,North,80,,"Marked and Numbered a Chesnut Oak tree for the Corner of Lots No. 90, 91, 81 & 82.  Land is rather rough & uneven bearing Oak Chesnut pine etc",,NE,JuneSzabo,
1091,Hector,78,91,South,SW,East,0,,Beginning at the Corner last mentioned [Corner of Lots No. 90 & 91],,,,
1092,Hector,78,91,South,SW,East,15,,Crossed a small brook running Southerly,,,,
1093,Hector,78,91,South,SW,East,65,,Crossed a small brook just above where another empties into it. Running Southerly,,,,
1094,Hector,78,91,South,SW,East,77,57,The Corner of Lots No. 91 & 92 Vide page 36.  Land not very good bearing Oak White pine & Chesnut,,SE,,
1096,Hector,36,91,East,NE,South,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 82, 83, 91 & 92]",,,Judy,
1097,Hector,36,91,East,NE,South,80,,Intersected the North Bounds of Lot No. 98 Set a Stake Standing 25 Links Southerly of a White pine tree Marked & Numbered for the Corner of Lots No. 91 & 92 by the Southeast and Southwest Corner thereof.  Land uneven and indifferent Bearing Pine Oak & Chesnut.,,SE,Judy,
1101,Hector,79,92,South,SW,East,0,,Beginning at the Corner last mentioned [Corner of Lots No. 91 & 92 Vide page 36],,,,
1102,Hector,79,92,South,SW,East,25,,A spring Run bear:  Southerly,,,,
1103,Hector,79,92,South,SW,East,77,57,The Southeast & Southwest Corner of Lots No. 92 & 93 Vide page 96.  Broken Land Covered with Hemlock White pine Beach & Maple,,SE,,
1105,Hector,36,92,East,SE,North,0,,Beginning at a Hemlock tree Standing in the North Bounds of Lot No. 99 marked and Numbered for the Southwest and Southeast Corner of Lots No. 92 & 93,,,Judy,
1106,Hector,36,92,East,SE,North,50,,A Small Brook running Southeasterly,,,Judy,
1107,Hector,36,92,East,SE,North,60,,Crossed a Brook running Southeasterly,,,Judy,
1108,Hector,36,92,East,SE,North,80,,"Intersected a Line Marked and Numbered a White Oak tree for the Corner of Lots No. 83, 84, 92 & 93.  Timber is mainly Hemlock & pine",,NE,Judy,
1112,Hector,79,93,South,SW,East,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 92 & 93 Vide page 96],,,,
1113,Hector,79,93,South,SW,East,28,,A fine Brook running Southerly,,,,
1114,Hector,79,93,South,SW,East,77,57,The Southeast & Northeast [Southwest] Corner of Lots No. 93 & 94 Vide page 43rd.  Land Covered with beach Maple Hemlock pine & Chesnut,,SE,,
1116,Hector,43,93,East,NE,South,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 84, 85, 93, 94]",,,Judy,
1117,Hector,43,93,East,NE,South,80,,Intersected a Line being the North Bounds of Lot No. 99 and marked and numbered a Chesnut tree for the Corner of Lots No. 93 & 94.  Land uneven Bearing White and Black Oak Chesnut & White pine,,SE,Judy,
1121,Hector,79,94,South,SW,East,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 93 & 94 Vide page 43rd],,,,
1122,Hector,79,94,South,SW,East,59,,A brook running Southerly,,,,
1123,Hector,79,94,South,SW,East,77,57,The Southeast & Northeast  [Southwest] Corner of Lots No. 94 & 95 Vide page 43rd.  Land Tollerably [sic] good producing Beach Maple White pine & Chesnut,,SE,,
1125,Hector,43,94,East,SE,North,0,,Beginning at a Chesnut Tree marked & Numbered for the Southeast and Southwest Corner of Lots No. 94 & 95 Standing in the North Bounds of Lot No. 100,,,Judy,
1126,Hector,43,94,East,SE,North,80,,"Intersected a Line and Marked and Numbered a Hemlock tree for the Corner of Lots No. 85, 86, 94 & 95.  Land rather Indifferent Covered pretty much with Hemlock",,NE,Judy,
1130,Hector,79,95,South,SW,East,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 94 & 95 Vide Page 43rd],,,,
1131,Hector,79,95,South,SW,East,35,,Crossed a fine large Brook running Southerly,,,,
1132,Hector,79,95,South,SW,East,77,57,The Southeast Corner of Lot No. 95 Vide page 50.  Land & timber much the same as last described [Beach Maple White pine & Chesnut],,SE,,
1134,Hector,50,95,East,NE,South,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 86 & 95],,,,
1135,Hector,50,95,East,NE,South,30,,A small Brook,,,,
1136,Hector,50,95,East,NE,South,80,,A Stake Standing 50 Links North of a Soft Maple Tree marked and [Mile Tree] for the ten Mile Standing against the West after side of a Hill.  Land somewhat Broken and not very good,,SE,,
1139,Hector,82,96,North,NW,East,0,,Beginning  at the Stake Standing 15 Links Southwest & Southeast of two Black Oak Trees Blazed on three sides marked & Num: for the Northwest Corner of Lots  No. 96 Ascending,,,,
1140,Hector,82,96,North,NW,East,16,,The top of the Ascent,,,JuneSzabo,
1141,Hector,82,96,North,NW,East,40,,The Bottom and good Land,,,JuneSzabo,
1142,Hector,82,96,North,NW,East,120,,A Brook running Southerly,,,JuneSzabo,
1143,Hector,82,96,North,NW,East,126,,The Northeast Corner of No.96 & Northwest of 97 - being a Basswood tree Marked & Numbered,,NE,JuneSzabo,
1145,Hector,80,96,South,SW,East,0,,Beginning at the Southwest Corner of the said Lot being a Stake and heap of Stones Standing in South bounds of the Town,,,,
1146,Hector,80,96,South,SW,East,73,,A brook running Southerly,,,JuneSzabo,
1147,Hector,80,96,South,SW,East,92,,A brook running Southerly,,,JuneSzabo,
1148,Hector,80,96,South,SW,East,110,,A Brook running Southerly,,,JuneSzabo,
1149,Hector,80,96,South,SW,East,126,,A Chesnut tree Marked & Numbered for the Southwest & Southeast Corners of Lots No. 96 & 97.  Land Midling good level  Timber Oak & Chesnut,,SE,JuneSzabo,
1151,Hector,86,96,East,SE,North,0,,Beginning at a Chesnut Tree Standing on the South Bounds of the Town marked & Numbered for the Corner of the said lots,,,Judy,
1152,Hector,86,96,East,SE,North,26,,A small Brook running Northwesterly [Southerly],,,Judy,
1153,Hector,86,96,East,SE,North,50,50,A Basswood tree Marked and Numbered for the Northeast and Northwest Corner of the said Lots Standing on the South Bounds of Lot No. 89.  The Land along this Line is very good Inclining to Swamp Bearing Beach Maple Elm Basswood White Ash & Hickory,,NE,Judy,
1157,Hector,9,96,West,NW,South,50,50,Intersected the South Bounds of the Military Lands and set a Stake Marked and Numbered for the Southeast & Southwest Corner of Lots No. 87 and No. 96.  Here the soil rather barren and Stoney & but lightly Timbered with White & Black Oak,,,Charlotte,fix manually
1159,Hector,82,97,North,NW,East,0,,Beginning at the Corner last Mentioned Ascending [Corner of Lots  No. 96 & 97],,,,
1160,Hector,82,97,North,NW,East,34,,The top of the Hill Covered with Young Thrifty timber,,,JuneSzabo,
1161,Hector,82,97,North,NW,East,86,,Descending,,,JuneSzabo,
1162,Hector,82,97,North,NW,East,126,,The Bottom of the Hill and Crossed a small Brook running Southerly & also the Northeast & Northwest Corner of Lots No. 97 & 98 being a Stake Standing 10 Links Southwest of a Chesnut tree marked and Numbered.  Land in this Valley Covered with Hemlock & White pine,,NE,JuneSzabo,
1164,Hector,81,97,South,SW,East,0,,Beginning at the Corner last mentioned  [Corner of Lots No. 96 & 97],,,,
1165,Hector,81,97,South,SW,East,4,,A Small brook running Southerly,,,JuneSzabo,
1166,Hector,81,97,South,SW,East,90,,A small brook running Southerly,,,JuneSzabo,
1167,Hector,81,97,South,SW,East,126,,A White Oak Tree marked and Num: for the Southeast and Northeast [Southwest] Corner for the Lots No. 97 & 98.  Timber Chesnut White pine & Oak,,SE,JuneSzabo,
1169,Hector,85,97,East,NE,South,0,,Beginning at a Stake Standing 10 Links Southwest of a Chesnut Tree marked & Numbered for the Northeast and Northwest Corner of the said Lots,,,JuneSzabo,
1170,Hector,85,97,East,NE,South,50,50,A White Oak tree marked and Numbered for the Southeast & Southwest corner of the said Lots Standing in the South Bounds of the Town.  Land very Indifferent Covered with Hemlock White pine & Chesnut,,SE,JuneSzabo,
1173,Hector,83,98,North,NW,East,0,,Beginning at the Corner last Mentioned Ascending [Corner of Lots No. 97 & 98],,,JuneSzabo,
1174,Hector,83,98,North,NW,East,33,,The top of the Ascent,,,JuneSzabo,
1175,Hector,83,98,North,NW,East,48,,Descending,,,JuneSzabo,
1176,Hector,83,98,North,NW,East,63,,Crossed a fine Brook running Southerly Ascending,,,JuneSzabo,
1177,Hector,83,98,North,NW,East,126,,The Northeast & Northwest Corner of Lots No. 98 & 99 being a Stake marked & Numbered and several Bushes Blazed and Cut round it.  Standing on a Side hill Covered with Scrubby Bushes,,NE,JuneSzabo,
1179,Hector,81,98,South,SW,East,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 97 & 98],,,,
1180,Hector,81,98,South,SW,East,29,,A Brook running Southeasterly,,,JuneSzabo,
1181,Hector,81,98,South,SW,East,57,,A fine Brook running Southerly,,,JuneSzabo,
1182,Hector,81,98,South,SW,East,126,,A Chesnut Oak tree marked and Numbered for the Corner of Lots No. 98 & 99.  Land not very good Timber White pine Hemlock Oak & some Beach & Maple,,SE,JuneSzabo,
1184,Hector,85,98,East,SE,North,0,,Beginning at a Chesnut Oak Tree Standing on the South Corner of the Town being the Southeast and Southwest Corner of the said Lots No. 98 & 99,,,JuneSzabo,
1185,Hector,85,98,East,SE,North,50,50,A Stake Standing on the Easterly Inclination of a Hill for the Northeast & Northwest Corner of the said Lots.  Land is very poor The Line runs the Whole distance on a side Hill Covered altogether with Scrubby Bushes,,NE,JuneSzabo,
1188,Hector,83,99,North,NW,East,0,,Beginning at the Corner last Mentioned Descending [Corner of Lots No. 98 & 99],,,JuneSzabo,
1189,Hector,83,99,North,NW,East,45,,Crossed a fine Brook running Northerly [Southerly] in a deep Valley then Ascending,,,JuneSzabo,
1190,Hector,83,99,North,NW,East,62,,Descending,,,JuneSzabo,
1191,Hector,83,99,North,NW,East,126,,The Northeast & Northwest Corner of Lots No. 99 & 100 being a beach tree marked and Numbered.  Timber White pine Hemlock some Beach & Maple,,NE,JuneSzabo,
1193,Hector,81,99,South,SW,East,0,,Beginning at the Corner last Mentioned [Corner of Lots No.98 & 99],,,JuneSzabo,
1194,Hector,81,99,South,SW,East,40,,A small Brook running Southerly,,,JuneSzabo,
1195,Hector,81,99,South,SW,East,126,,A beech tree marked and Num: for the Southeast & Southwest Corner of the Lots No. 99 & 100.  Land uneven & not very good bearing Timber as last Mentioned [White pine Hemlock Oak & some Beach & Maple],,SE,JuneSzabo,
1197,Hector,84,99,East,NE,South,0,,Beginning at a Beach Tree standing on the South Bounds of Lot No. 94 Marked and Numbered for the Northeast & Northwest Corner of Lots No. 99 & 100,,,JuneSzabo,
1198,Hector,84,99,East,NE,South,18,,A Small brook running Northeasterly [Southeasterly],,,JuneSzabo,
1199,Hector,84,99,East,NE,South,50,50,A beach tree Standing on the South bounds of the Town Marked and Numbered for the Southeast and Southwest Corner there of.  Land Tollerably [sic] good Bearing Beach Maple White pine & Hemlock,,SE,JuneSzabo,
1202,Hector,84,100,North,NW,East,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 99 & 100],,,JuneSzabo,
1203,Hector,84,100,North,NW,East,52,,Crossed a brook running Southerly,,,JuneSzabo,
1204,Hector,84,100,North,NW,East,75,,Crossed a brook running Southerly,,,JuneSzabo,
1205,Hector,84,100,North,NW,East,126,,The Corner of Lots No. 95 & 100 being a Stake Standing in the East Bounds of the Town 50 Links North of the 10 Mile tree.  Land not so hilly and something better Bearing beach Maple White pine & Chesnut,,NE,JuneSzabo,
1207,Hector,81,100,South,SW,East,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 99 & 100],,,,
1208,Hector,81,100,South,SW,East,10,,A Brook running Southerly,,,JuneSzabo,
1209,Hector,81,100,South,SW,East,31,,A brook running Southerly,,,JuneSzabo,
1210,Hector,81,100,South,SW,East,81,,A large [Brook] Running Southerly,,,JuneSzabo,
1211,Hector,81,100,South,SW,East,126,,The Southeast Corner of the Township and of Lot No. 100 being a large White Oak tree Vide page 51.  Land rather better not so much broken Bearing […],,SE,JuneSzabo,
1213,Hector,51,100,East,NE,South,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 95 & 100],,,,
1214,Hector,51,100,East,NE,South,50,50,A White Oak Tree marked for the Southeast Corner of Township No. 21 and Southwest Corner of Township No. 22 being also the Southeast Corner of Lot No. 100.  Here the Land is Covered mainly with Oak Chesnut pine and Timber,,SE,,
